CCODE SCODE YEAR XRREG XRCOMP XROPEN XCONST PARREG PARCOMP DEMOCRACY AUTOCRACY POLITY ORIGIN
135 PER 1831 3 3 4 5 3 3 6 1 5 0
135 PER 1832 3 3 4 5 3 3 6 1 5 0
135 PER 1833 3 3 4 5 3 3 6 1 5 0
135 PER 1834 3 3 4 5 3 3 6 1 5 0
135 PER 1835 1 0 0 1 3 3 1 4 -3 0
135 PER 1836 1 0 0 1 3 3 1 4 -3 0
135 PER 1837 1 0 0 1 3 3 1 4 -3 0
135 PER 1838 1 0 0 1 3 3 1 4 -3 0
135 PER 1839 1 0 0 3 3 3 1 2 -1 0
135 PER 1840 1 0 0 3 3 3 1 2 -1 0
135 PER 1841 1 0 0 3 3 3 1 2 -1 0
135 PER 1842 1 0 0 3 3 3 1 2 -1 0
135 PER 1843 1 0 0 3 3 3 1 2 -1 0
135 PER 1844 1 0 0 3 3 3 1 2 -1 0
135 PER 1845 1 0 0 3 3 3 1 2 -1 0
135 PER 1846 1 0 0 3 3 3 1 2 -1 0
135 PER 1847 1 0 0 3 3 3 1 2 -1 0
135 PER 1848 1 0 0 3 3 3 1 2 -1 0
135 PER 1849 1 0 0 3 3 3 1 2 -1 0
135 PER 1850 1 0 0 3 3 3 1 2 -1 0
135 PER 1851 1 0 0 3 3 3 1 2 -1 0
135 PER 1852 1 0 0 3 3 3 1 2 -1 0
135 PER 1853 1 0 0 3 3 3 1 2 -1 0
135 PER 1854 1 0 0 3 3 3 1 2 -1 0
135 PER 1855 1 0 0 3 3 3 1 2 -1 0
135 PER 1856 1 0 0 3 3 3 1 2 -1 0
135 PER 1857 1 0 0 3 3 3 1 2 -1 0
135 PER 1858 1 0 0 3 3 3 1 2 -1 0
135 PER 1859 1 0 0 3 3 3 1 2 -1 0
135 PER 1860 1 0 0 3 3 3 1 2 -1 0
135 PER 1861 1 0 0 3 3 3 1 2 -1 0
135 PER 1862 1 0 0 3 3 3 1 2 -1 0
135 PER 1863 1 0 0 3 3 3 1 2 -1 0
135 PER 1864 1 0 0 3 3 3 1 2 -1 0
135 PER 1865 1 0 0 3 3 3 1 2 -1 0
135 PER 1866 1 0 0 3 3 3 1 2 -1 0
135 PER 1867 1 0 0 3 3 3 1 2 -1 0
135 PER 1868 1 0 0 3 3 3 1 2 -1 0
135 PER 1869 1 0 0 3 3 3 1 2 -1 0
135 PER 1870 1 0 0 3 3 3 1 2 -1 0
135 PER 1871 1 0 0 3 3 3 1 2 -1 0
135 PER 1872 1 0 0 3 3 3 1 2 -1 0
135 PER 1873 1 0 0 3 3 3 1 2 -1 0
135 PER 1874 1 0 0 3 3 3 1 2 -1 0
135 PER 1875 1 0 0 3 3 3 1 2 -1 0
135 PER 1876 1 0 0 3 3 3 1 2 -1 0
135 PER 1877 1 0 0 3 3 3 1 2 -1 0
135 PER 1878 1 0 0 3 3 3 1 2 -1 0
135 PER 1879 1 0 0 1 3 3 1 4 -3 0
135 PER 1880 1 0 0 1 3 3 1 4 -3 0
135 PER 1881 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
135 PER 1882 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
135 PER 1883 1 0 0 1 3 3 1 4 -3 0
135 PER 1884 1 0 0 1 3 3 1 4 -3 0
135 PER 1885 1 0 0 1 3 3 1 4 -3 0
135 PER 1886 3 3 4 3 3 3 4 2 2 0
135 PER 1887 3 3 4 3 3 3 4 2 2 0
135 PER 1888 3 3 4 3 3 3 4 2 2 0
135 PER 1889 3 3 4 3 3 3 4 2 2 0
135 PER 1890 3 3 4 3 3 3 4 2 2 0
135 PER 1891 3 3 4 3 3 3 4 2 2 0
135 PER 1892 3 3 4 3 3 3 4 2 2 0
135 PER 1893 3 3 4 3 3 3 4 2 2 0
135 PER 1894 3 3 4 3 3 3 4 2 2 0
135 PER 1895 3 3 4 3 3 3 4 2 2 0
135 PER 1896 3 3 4 3 3 3 4 2 2 0
135 PER 1897 3 3 4 3 3 3 4 2 2 0
135 PER 1898 3 3 4 3 3 3 4 2 2 0
135 PER 1899 3 3 4 3 3 3 4 2 2 0
135 PER 1900 3 3 4 3 3 3 4 2 2 0
135 PER 1901 3 3 4 3 3 3 4 2 2 0
135 PER 1902 3 3 4 3 3 3 4 2 2 0
135 PER 1903 3 3 4 3 3 3 4 2 2 0
135 PER 1904 3 3 4 3 3 3 4 2 2 0
135 PER 1905 3 3 4 3 3 3 4 2 2 0
135 PER 1906 3 3 4 3 3 3 4 2 2 0
135 PER 1907 3 3 4 3 3 3 4 2 2 0
135 PER 1908 3 3 4 3 3 3 4 2 2 0
135 PER 1909 3 3 4 3 3 3 4 2 2 0
135 PER 1910 3 3 4 3 3 3 4 2 2 0
135 PER 1911 3 3 4 3 3 3 4 2 2 0
135 PER 1912 3 3 4 3 3 3 4 2 2 0
135 PER 1913 3 3 4 3 3 3 4 2 2 0
135 PER 1914 3 3 4 3 3 3 4 2 2 0
135 PER 1915 3 3 4 3 3 3 4 2 2 0
135 PER 1916 3 3 4 3 3 3 4 2 2 0
135 PER 1917 3 3 4 3 3 3 4 2 2 0
135 PER 1918 3 3 4 3 3 3 4 2 2 0
135 PER 1919 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
135 PER 1920 2 1 4 1 4 1 0 9 -9 0
135 PER 1921 2 1 4 1 4 1 0 9 -9 0
135 PER 1922 2 1 4 1 4 1 0 9 -9 0
135 PER 1923 2 1 4 1 4 1 0 9 -9 0
135 PER 1924 2 1 4 1 4 1 0 9 -9 0
135 PER 1925 2 1 4 1 4 1 0 9 -9 0
135 PER 1926 2 1 4 1 4 1 0 9 -9 0
135 PER 1927 2 1 4 1 4 1 0 9 -9 0
135 PER 1928 2 1 4 1 4 1 0 9 -9 0
135 PER 1929 2 1 4 1 4 1 0 9 -9 0
135 PER 1930 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
135 PER 1931 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
135 PER 1932 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
135 PER 1933 3 3 4 3 3 3 4 2 2 0
135 PER 1934 3 3 4 3 3 3 4 2 2 0
135 PER 1935 3 3 4 3 3 3 4 2 2 0
135 PER 1936 3 3 4 3 3 3 4 2 2 0
135 PER 1937 3 3 4 3 3 3 4 2 2 0
135 PER 1938 3 3 4 3 3 3 4 2 2 0
135 PER 1939 3 3 4 3 3 3 4 2 2 0
135 PER 1940 3 3 4 3 3 3 4 2 2 0
135 PER 1941 3 3 4 3 3 3 4 2 2 0
135 PER 1942 3 3 4 3 3 3 4 2 2 0
135 PER 1943 3 3 4 3 3 3 4 2 2 0
135 PER 1944 3 3 4 3 3 3 4 2 2 0
135 PER 1945 3 3 4 3 3 3 4 2 2 0
135 PER 1946 3 3 4 3 3 3 4 2 2 0
135 PER 1947 3 3 4 3 3 3 4 2 2 0
135 PER 1948 1 0 0 1 4 2 0 6 -6 0
135 PER 1949 1 0 0 1 4 2 0 6 -6 0
135 PER 1950 2 0 0 2 3 3 1 3 -2 0
135 PER 1951 2 0 0 2 3 3 1 3 -2 0
135 PER 1952 2 0 0 2 3 3 1 3 -2 0
135 PER 1953 2 0 0 2 3 3 1 3 -2 0
135 PER 1954 2 0 0 2 3 3 1 3 -2 0
135 PER 1955 2 0 0 2 3 3 1 3 -2 0
135 PER 1956 2 2 4 5 2 3 5 0 5 0
135 PER 1957 2 2 4 5 2 3 5 0 5 0
135 PER 1958 2 2 4 5 2 3 5 0 5 0
135 PER 1959 2 2 4 5 2 3 5 0 5 0
135 PER 1960 2 2 4 5 2 3 5 0 5 0
135 PER 1961 2 2 4 5 2 3 5 0 5 0
135 PER 1962 2 1 4 3 4 2 0 6 -6 0
135 PER 1963 3 3 4 5 3 3 6 1 5 0
135 PER 1964 3 3 4 5 3 3 6 1 5 0
135 PER 1965 3 3 4 5 3 3 6 1 5 0
135 PER 1966 3 3 4 5 3 3 6 1 5 0
135 PER 1967 3 3 4 5 3 3 6 1 5 0
135 PER 1968 1 0 0 1 4 1 0 7 -7 0
135 PER 1969 1 0 0 1 4 1 0 7 -7 0
135 PER 1970 1 0 0 1 4 1 0 7 -7 0
135 PER 1971 1 0 0 1 4 1 0 7 -7 0
135 PER 1972 1 0 0 1 4 1 0 7 -7 0
135 PER 1973 1 0 0 1 4 1 0 7 -7 0
135 PER 1974 1 0 0 1 4 1 0 7 -7 0
135 PER 1975 1 0 0 1 4 1 0 7 -7 0
135 PER 1976 1 0 0 1 4 1 0 7 -7 0
135 PER 1977 2 0 0 1 4 1 0 7 -7 0
135 PER 1978 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
135 PER 1979 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
135 PER 1980 3 3 4 6 2 3 7 0 7 0
135 PER 1981 3 3 4 6 2 3 7 0 7 0
135 PER 1982 3 3 4 6 2 3 7 0 7 0
135 PER 1983 3 3 4 6 2 3 7 0 7 0
135 PER 1984 3 3 4 6 2 3 7 0 7 0
135 PER 1985 3 3 4 6 2 3 7 0 7 0
135 PER 1986 3 3 4 6 2 3 7 0 7 0
135 PER 1987 3 3 4 6 2 3 7 0 7 0
135 PER 1988 3 3 4 6 2 3 7 0 7 0
135 PER 1989 3 3 4 6 2 3 7 0 7 0
135 PER 1990 3 3 4 7 2 3 8 0 8 0
135 PER 1991 3 3 4 7 2 3 8 0 8 0
135 PER 1992 2 2 4 2 4 2 2 5 -3 0
135 PER 1993 2 2 4 3 3 3 3 2 1 0
135 PER 1994 2 2 4 3 3 3 3 2 1 0
135 PER 1995 2 2 4 3 3 3 3 2 1 0
135 PER 1996 2 2 4 3 3 3 3 2 1 0
135 PER 1997 2 2 4 3 3 3 3 2 1 0
135 PER 1998 2 2 4 3 3 3 3 2 1 0
135 PER 1999 2 2 4 3 3 3 3 2 1 0
135 PER 2000 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
135 PER 2001 3 3 4 7 2 4 9 0 9 0
135 PER 2002 3 3 4 7 2 4 9 0 9 0
135 PER 2003 3 3 4 7 2 4 9 0 9 0
135 PER 2004 3 3 4 7 2 4 9 0 9 0
135 PER 2005 3 3 4 7 2 4 9 0 9 0
135 PER 2006 3 3 4 7 2 4 9 0 9 0
135 PER 2007 3 3 4 7 2 4 9 0 9 0
140 BRA 1822 3 1 1 1 3 3 1 7 -6 3
140 BRA 1823 3 1 1 1 3 3 1 7 -6 3
140 BRA 1824 3 1 1 1 3 3 1 7 -6 0
140 BRA 1825 3 1 1 1 3 3 1 7 -6 0
140 BRA 1826 3 1 1 1 3 3 1 7 -6 0
140 BRA 1827 3 1 1 1 3 3 1 7 -6 0
140 BRA 1828 3 1 1 1 3 3 1 7 -6 0
140 BRA 1829 3 1 1 1 3 3 1 7 -6 0
140 BRA 1830 3 1 1 1 3 3 1 7 -6 0
140 BRA 1831 3 1 1 1 3 3 1 7 -6 0
140 BRA 1832 3 1 1 1 3 3 1 7 -6 0
140 BRA 1833 3 1 1 1 3 3 1 7 -6 0
140 BRA 1834 3 1 1 1 3 3 1 7 -6 0
140 BRA 1835 3 1 1 1 3 3 1 7 -6 0
140 BRA 1836 3 1 1 1 3 3 1 7 -6 0
140 BRA 1837 3 1 1 1 3 3 1 7 -6 0
140 BRA 1838 3 1 1 1 3 3 1 7 -6 0
140 BRA 1839 3 1 1 1 3 3 1 7 -6 0
140 BRA 1840 3 1 1 1 3 3 1 7 -6 0
140 BRA 1841 3 1 1 1 3 3 1 7 -6 0
140 BRA 1842 3 1 1 1 3 3 1 7 -6 0
140 BRA 1843 3 1 1 1 3 3 1 7 -6 0
140 BRA 1844 3 1 1 1 3 3 1 7 -6 0
140 BRA 1845 3 1 1 1 3 3 1 7 -6 0
140 BRA 1846 3 1 1 1 3 3 1 7 -6 0
140 BRA 1847 3 1 1 1 3 3 1 7 -6 0
140 BRA 1848 3 1 1 1 3 3 1 7 -6 0
140 BRA 1849 3 1 1 1 3 3 1 7 -6 0
140 BRA 1850 3 1 1 1 3 3 1 7 -6 0
140 BRA 1851 3 1 1 1 3 3 1 7 -6 0
140 BRA 1852 3 1 1 1 3 3 1 7 -6 0
140 BRA 1853 3 1 1 1 3 3 1 7 -6 0
140 BRA 1854 3 1 1 1 3 3 1 7 -6 0
140 BRA 1855 3 1 1 1 3 3 1 7 -6 0
140 BRA 1856 3 1 1 1 3 3 1 7 -6 0
140 BRA 1857 3 1 1 1 3 3 1 7 -6 0
140 BRA 1858 3 1 1 1 3 3 1 7 -6 0
140 BRA 1859 3 1 1 1 3 3 1 7 -6 0
140 BRA 1860 3 1 1 1 3 3 1 7 -6 0
140 BRA 1861 3 1 1 1 3 3 1 7 -6 0
140 BRA 1862 3 1 1 1 3 3 1 7 -6 0
140 BRA 1863 3 1 1 1 3 3 1 7 -6 0
140 BRA 1864 3 1 1 1 3 3 1 7 -6 0
140 BRA 1865 3 1 1 1 3 3 1 7 -6 0
140 BRA 1866 3 1 1 1 3 3 1 7 -6 0
140 BRA 1867 3 1 1 1 3 3 1 7 -6 0
140 BRA 1868 3 1 1 1 3 3 1 7 -6 0
140 BRA 1869 3 1 1 1 3 3 1 7 -6 0
140 BRA 1870 3 1 1 1 3 3 1 7 -6 0
140 BRA 1871 3 1 1 1 3 3 1 7 -6 0
140 BRA 1872 3 1 1 1 3 3 1 7 -6 0
140 BRA 1873 3 1 1 1 3 3 1 7 -6 0
140 BRA 1874 3 1 1 1 3 3 1 7 -6 0
140 BRA 1875 3 1 1 1 3 3 1 7 -6 0
140 BRA 1876 3 1 1 1 3 3 1 7 -6 0
140 BRA 1877 3 1 1 1 3 3 1 7 -6 0
140 BRA 1878 3 1 1 1 3 3 1 7 -6 0
140 BRA 1879 3 1 1 1 3 3 1 7 -6 0
140 BRA 1880 3 1 1 1 3 3 1 7 -6 0
140 BRA 1881 3 1 1 1 3 3 1 7 -6 0
140 BRA 1882 3 1 1 1 3 3 1 7 -6 0
140 BRA 1883 3 1 1 1 3 3 1 7 -6 0
140 BRA 1884 3 1 1 1 3 3 1 7 -6 0
140 BRA 1885 3 1 1 1 3 3 1 7 -6 0
140 BRA 1886 3 1 1 1 3 3 1 7 -6 0
140 BRA 1887 3 1 1 1 3 3 1 7 -6 0
140 BRA 1888 3 1 1 1 3 3 1 7 -6 0
140 BRA 1889 1 0 0 1 3 3 1 4 -3 0
140 BRA 1890 1 0 0 1 3 3 1 4 -3 0
140 BRA 1891 1 0 0 1 3 3 1 4 -3 0
140 BRA 1892 1 0 0 1 3 3 1 4 -3 0
140 BRA 1893 1 0 0 1 3 3 1 4 -3 0
140 BRA 1894 2 1 4 3 3 3 1 4 -3 0
140 BRA 1895 2 1 4 3 3 3 1 4 -3 0
140 BRA 1896 2 1 4 3 3 3 1 4 -3 0
140 BRA 1897 2 1 4 3 3 3 1 4 -3 0
140 BRA 1898 2 1 4 3 3 3 1 4 -3 0
140 BRA 1899 2 1 4 3 3 3 1 4 -3 0
140 BRA 1900 2 1 4 3 3 3 1 4 -3 0
140 BRA 1901 2 1 4 3 3 3 1 4 -3 0
140 BRA 1902 2 1 4 3 3 3 1 4 -3 0
140 BRA 1903 2 1 4 3 3 3 1 4 -3 0
140 BRA 1904 2 1 4 3 3 3 1 4 -3 0
140 BRA 1905 2 1 4 3 3 3 1 4 -3 0
140 BRA 1906 2 1 4 3 3 3 1 4 -3 0
140 BRA 1907 2 1 4 3 3 3 1 4 -3 0
140 BRA 1908 2 1 4 3 3 3 1 4 -3 0
140 BRA 1909 2 1 4 3 3 3 1 4 -3 0
140 BRA 1910 2 1 4 3 3 3 1 4 -3 0
140 BRA 1911 2 1 4 3 3 3 1 4 -3 0
140 BRA 1912 2 1 4 3 3 3 1 4 -3 0
140 BRA 1913 2 1 4 3 3 3 1 4 -3 0
140 BRA 1914 2 1 4 3 3 3 1 4 -3 0
140 BRA 1915 2 1 4 3 3 3 1 4 -3 0
140 BRA 1916 2 1 4 3 3 3 1 4 -3 0
140 BRA 1917 2 1 4 3 3 3 1 4 -3 0
140 BRA 1918 2 1 4 3 3 3 1 4 -3 0
140 BRA 1919 2 1 4 3 3 3 1 4 -3 0
140 BRA 1920 2 1 4 3 3 3 1 4 -3 0
140 BRA 1921 2 1 4 3 3 3 1 4 -3 0
140 BRA 1922 2 1 4 3 3 3 1 4 -3 0
140 BRA 1923 2 1 4 3 3 3 1 4 -3 0
140 BRA 1924 2 1 4 3 3 3 1 4 -3 0
140 BRA 1925 2 1 4 3 3 3 1 4 -3 0
140 BRA 1926 2 1 4 3 3 3 1 4 -3 0
140 BRA 1927 2 1 4 3 3 3 1 4 -3 0
140 BRA 1928 2 1 4 3 3 3 1 4 -3 0
140 BRA 1929 2 1 4 3 3 3 1 4 -3 0
140 BRA 1930 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
140 BRA 1931 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
140 BRA 1932 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
140 BRA 1933 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
140 BRA 1934 1 0 0 1 4 1 0 7 -7 0
140 BRA 1935 1 0 0 1 4 1 0 7 -7 0
140 BRA 1936 1 0 0 1 4 1 0 7 -7 0
140 BRA 1937 1 0 0 1 4 1 0 7 -7 0
140 BRA 1938 1 0 0 1 4 1 0 7 -7 0
140 BRA 1939 1 0 0 1 4 1 0 7 -7 0
140 BRA 1940 1 0 0 1 4 1 0 7 -7 0
140 BRA 1941 1 0 0 1 4 1 0 7 -7 0
140 BRA 1942 1 0 0 1 4 1 0 7 -7 0
140 BRA 1943 1 0 0 1 4 1 0 7 -7 0
140 BRA 1944 1 0 0 1 4 1 0 7 -7 0
140 BRA 1945 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
140 BRA 1946 3 3 4 7 1 0 7 0 7 0
140 BRA 1947 3 3 4 5 3 3 6 1 5 0
140 BRA 1948 3 3 4 5 3 3 6 1 5 0
140 BRA 1949 3 3 4 5 3 3 6 1 5 0
140 BRA 1950 3 3 4 5 3 3 6 1 5 0
140 BRA 1951 3 3 4 5 3 3 6 1 5 0
140 BRA 1952 3 3 4 5 3 3 6 1 5 0
140 BRA 1953 3 3 4 5 3 3 6 1 5 0
140 BRA 1954 3 3 4 5 3 3 6 1 5 0
140 BRA 1955 3 3 4 5 3 3 6 1 5 0
140 BRA 1956 3 3 4 5 3 3 6 1 5 0
140 BRA 1957 3 3 4 5 3 3 6 1 5 0
140 BRA 1958 3 3 4 5 2 3 6 0 6 0
140 BRA 1959 3 3 4 5 2 3 6 0 6 0
140 BRA 1960 3 3 4 5 2 3 6 0 6 0
140 BRA 1961 3 3 4 4 2 3 5 0 5 0
140 BRA 1962 3 3 4 4 2 3 5 0 5 0
140 BRA 1963 3 3 4 3 2 3 4 1 3 0
140 BRA 1964 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
140 BRA 1965 2 1 4 1 4 1 0 9 -9 0
140 BRA 1966 2 1 4 1 4 1 0 9 -9 0
140 BRA 1967 2 1 4 1 4 1 0 9 -9 0
140 BRA 1968 2 1 4 1 4 1 0 9 -9 0
140 BRA 1969 2 1 4 1 4 1 0 9 -9 0
140 BRA 1970 2 1 4 1 4 1 0 9 -9 0
140 BRA 1971 2 1 4 1 4 1 0 9 -9 0
140 BRA 1972 2 1 4 1 4 1 0 9 -9 0
140 BRA 1973 2 1 4 1 4 1 0 9 -9 0
140 BRA 1974 2 2 4 1 4 2 2 6 -4 0
140 BRA 1975 2 2 4 1 4 2 2 6 -4 0
140 BRA 1976 2 2 4 1 4 2 2 6 -4 0
140 BRA 1977 2 2 4 1 4 2 2 6 -4 0
140 BRA 1978 2 2 4 1 4 2 2 6 -4 0
140 BRA 1979 2 2 4 1 4 2 2 6 -4 0
140 BRA 1980 2 2 4 1 4 2 2 6 -4 0
140 BRA 1981 2 2 4 1 4 2 2 6 -4 0
140 BRA 1982 2 2 4 2 4 2 2 5 -3 0
140 BRA 1983 2 2 4 2 4 2 2 5 -3 0
140 BRA 1984 2 2 4 2 4 2 2 5 -3 0
140 BRA 1985 3 3 4 5 2 4 7 0 7 0
140 BRA 1986 3 3 4 5 2 4 7 0 7 0
140 BRA 1987 3 3 4 5 2 4 7 0 7 0
140 BRA 1988 3 3 4 6 2 4 8 0 8 0
140 BRA 1989 3 3 4 6 2 4 8 0 8 0
140 BRA 1990 3 3 4 6 2 4 8 0 8 0
140 BRA 1991 3 3 4 6 2 4 8 0 8 0
140 BRA 1992 3 3 4 6 2 4 8 0 8 0
140 BRA 1993 3 3 4 6 2 4 8 0 8 0
140 BRA 1994 3 3 4 6 2 4 8 0 8 0
140 BRA 1995 3 3 4 6 2 4 8 0 8 0
140 BRA 1996 3 3 4 6 2 4 8 0 8 0
140 BRA 1997 3 3 4 6 2 4 8 0 8 0
140 BRA 1998 3 3 4 6 2 4 8 0 8 0
140 BRA 1999 3 3 4 6 2 4 8 0 8 0
140 BRA 2000 3 3 4 6 2 4 8 0 8 0
140 BRA 2001 3 3 4 6 2 4 8 0 8 0
140 BRA 2002 3 3 4 6 2 4 8 0 8 0
140 BRA 2003 3 3 4 6 2 4 8 0 8 0
140 BRA 2004 3 3 4 6 2 4 8 0 8 0
140 BRA 2005 3 3 4 6 2 4 8 0 8 0
140 BRA 2006 3 3 4 6 2 4 8 0 8 0
140 BRA 2007 3 3 4 6 2 4 8 0 8 0
145 BOL 1825 2 1 4 3 3 3 1 4 -3 0
145 BOL 1826 2 1 4 3 3 3 1 4 -3 0
145 BOL 1827 2 1 4 3 3 3 1 4 -3 0
145 BOL 1828 2 1 4 3 3 3 1 4 -3 0
145 BOL 1829 2 1 4 3 3 3 1 4 -3 0
145 BOL 1830 2 1 4 3 3 3 1 4 -3 0
145 BOL 1831 2 1 4 3 3 3 1 4 -3 0
145 BOL 1832 2 1 4 3 3 3 1 4 -3 0
145 BOL 1833 2 1 4 3 3 3 1 4 -3 0
145 BOL 1834 2 1 4 3 3 3 1 4 -3 0
145 BOL 1835 2 1 4 3 3 3 1 4 -3 0
145 BOL 1836 1 0 0 1 3 3 1 4 -3 0
145 BOL 1837 1 0 0 1 3 3 1 4 -3 0
145 BOL 1838 1 0 0 1 3 3 1 4 -3 0
145 BOL 1839 2 1 4 3 3 3 1 4 -3 0
145 BOL 1840 2 1 4 3 3 3 1 4 -3 0
145 BOL 1841 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
145 BOL 1842 2 1 4 3 3 3 1 4 -3 0
145 BOL 1843 2 1 4 3 3 3 1 4 -3 0
145 BOL 1844 2 1 4 3 3 3 1 4 -3 0
145 BOL 1845 2 1 4 3 3 3 1 4 -3 0
145 BOL 1846 2 1 4 3 3 3 1 4 -3 0
145 BOL 1847 2 1 4 3 3 3 1 4 -3 0
145 BOL 1848 2 1 4 3 3 3 1 4 -3 0
145 BOL 1849 2 1 4 3 3 3 1 4 -3 0
145 BOL 1850 2 1 4 3 3 3 1 4 -3 0
145 BOL 1851 2 1 4 3 3 3 1 4 -3 0
145 BOL 1852 2 1 4 3 3 3 1 4 -3 0
145 BOL 1853 2 1 4 3 3 3 1 4 -3 0
145 BOL 1854 2 1 4 3 3 3 1 4 -3 0
145 BOL 1855 2 1 4 3 3 3 1 4 -3 0
145 BOL 1856 2 1 4 3 3 3 1 4 -3 0
145 BOL 1857 2 1 4 3 3 3 1 4 -3 0
145 BOL 1858 2 1 4 3 3 3 1 4 -3 0
145 BOL 1859 2 1 4 3 3 3 1 4 -3 0
145 BOL 1860 2 1 4 3 3 3 1 4 -3 0
145 BOL 1861 2 1 4 3 3 3 1 4 -3 0
145 BOL 1862 2 1 4 3 3 3 1 4 -3 0
145 BOL 1863 2 1 4 3 3 3 1 4 -3 0
145 BOL 1864 1 0 0 1 4 1 0 7 -7 0
145 BOL 1865 1 0 0 1 4 1 0 7 -7 0
145 BOL 1866 1 0 0 1 4 1 0 7 -7 0
145 BOL 1867 1 0 0 1 4 1 0 7 -7 0
145 BOL 1868 1 0 0 1 4 1 0 7 -7 0
145 BOL 1869 1 0 0 1 4 1 0 7 -7 0
145 BOL 1870 1 0 0 1 4 1 0 7 -7 0
145 BOL 1871 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
145 BOL 1872 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
145 BOL 1873 2 1 4 3 3 3 1 4 -3 0
145 BOL 1874 2 1 4 3 3 3 1 4 -3 0
145 BOL 1875 2 1 4 3 3 3 1 4 -3 0
145 BOL 1876 1 0 0 1 4 1 0 7 -7 0
145 BOL 1877 1 0 0 1 4 1 0 7 -7 0
145 BOL 1878 1 0 0 1 4 1 0 7 -7 0
145 BOL 1879 1 0 0 1 4 1 0 7 -7 0
145 BOL 1880 3 3 4 3 3 3 4 2 2 0
145 BOL 1881 3 3 4 3 3 3 4 2 2 0
145 BOL 1882 3 3 4 3 3 3 4 2 2 0
145 BOL 1883 3 3 4 3 3 3 4 2 2 0
145 BOL 1884 3 3 4 3 3 3 4 2 2 0
145 BOL 1885 3 3 4 3 3 3 4 2 2 0
145 BOL 1886 3 3 4 3 3 3 4 2 2 0
145 BOL 1887 3 3 4 3 3 3 4 2 2 0
145 BOL 1888 3 3 4 3 3 3 4 2 2 0
145 BOL 1889 3 3 4 3 3 3 4 2 2 0
145 BOL 1890 3 3 4 3 3 3 4 2 2 0
145 BOL 1891 3 3 4 3 3 3 4 2 2 0
145 BOL 1892 3 3 4 3 3 3 4 2 2 0
145 BOL 1893 3 3 4 3 3 3 4 2 2 0
145 BOL 1894 3 3 4 3 3 3 4 2 2 0
145 BOL 1895 3 3 4 3 3 3 4 2 2 0
145 BOL 1896 3 3 4 3 3 3 4 2 2 0
145 BOL 1897 3 3 4 3 3 3 4 2 2 0
145 BOL 1898 3 3 4 3 3 3 4 2 2 0
145 BOL 1899 3 3 4 3 3 3 4 2 2 0
145 BOL 1900 3 3 4 3 3 3 4 2 2 0
145 BOL 1901 3 3 4 3 3 3 4 2 2 0
145 BOL 1902 3 3 4 3 3 3 4 2 2 0
145 BOL 1903 3 3 4 3 3 3 4 2 2 0
145 BOL 1904 3 3 4 3 3 3 4 2 2 0
145 BOL 1905 3 3 4 3 3 3 4 2 2 0
145 BOL 1906 3 3 4 3 3 3 4 2 2 0
145 BOL 1907 3 3 4 3 3 3 4 2 2 0
145 BOL 1908 3 3 4 3 3 3 4 2 2 0
145 BOL 1909 3 3 4 3 3 3 4 2 2 0
145 BOL 1910 3 3 4 3 3 3 4 2 2 0
145 BOL 1911 3 3 4 3 3 3 4 2 2 0
145 BOL 1912 3 3 4 3 3 3 4 2 2 0
145 BOL 1913 3 3 4 3 3 3 4 2 2 0
145 BOL 1914 3 3 4 3 3 3 4 2 2 0
145 BOL 1915 3 3 4 3 3 3 4 2 2 0
145 BOL 1916 3 3 4 3 3 3 4 2 2 0
145 BOL 1917 3 3 4 3 3 3 4 2 2 0
145 BOL 1918 3 3 4 3 3 3 4 2 2 0
145 BOL 1919 3 3 4 3 3 3 4 2 2 0
145 BOL 1920 3 3 4 3 3 3 4 2 2 0
145 BOL 1921 3 3 4 3 3 3 4 2 2 0
145 BOL 1922 3 3 4 3 3 3 4 2 2 0
145 BOL 1923 3 3 4 3 3 3 4 2 2 0
145 BOL 1924 3 3 4 3 3 3 4 2 2 0
145 BOL 1925 3 3 4 3 3 3 4 2 2 0
145 BOL 1926 3 3 4 3 3 3 4 2 2 0
145 BOL 1927 3 3 4 3 3 3 4 2 2 0
145 BOL 1928 3 3 4 3 3 3 4 2 2 0
145 BOL 1929 3 3 4 3 3 3 4 2 2 0
145 BOL 1930 3 3 4 3 3 3 4 2 2 0
145 BOL 1931 3 3 4 3 3 3 4 2 2 0
145 BOL 1932 3 3 4 3 3 3 4 2 2 0
