CCODE SCODE STARTDATE STARTYEAR ENDDATE ENDYEAR XRREG XRCOMP XROPEN XCONST PARREG PARCOMP DEMOCRACY AUTOCRACY POLITY ORIGIN
140 BRA 16/1/1985 1985 5/10/1988 1988 3 3 4 5 2 4 7 0 7 0
140 BRA 6/10/1988 1988 31/12/2007 2007 3 3 4 6 2 4 8 0 8 0
145 BOL 6/8/1825 1825 15/12/1836 1836 2 1 4 3 3 3 1 4 -3 0
145 BOL 16/12/1836 1836 20/1/1839 1839 1 0 0 1 3 3 1 4 -3 0
145 BOL 21/1/1839 1839 30/6/1841 1841 2 1 4 3 3 3 1 4 -3 0
145 BOL 1/7/1841 1841 20/11/1841 1841 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
145 BOL 21/11/1841 1841 28/12/1864 1864 2 1 4 3 3 3 1 4 -3 0
145 BOL 29/12/1864 1864 23/11/1871 1871 1 0 0 1 4 1 0 7 -7 0
145 BOL 24/11/1871 1871 3/1/1873 1873 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
145 BOL 4/1/1873 1873 14/2/1876 1876 2 1 4 3 3 3 1 4 -3 0
145 BOL 15/2/1876 1876 1/1/1880 1880 1 0 0 1 4 1 0 7 -7 0
145 BOL 2/1/1880 1880 17/5/1936 1936 3 3 4 3 3 3 4 2 2 0
145 BOL 18/5/1936 1936 9/4/1952 1952 2 1 4 1 3 3 1 6 -5 0
145 BOL 10/4/1952 1952 17/6/1956 1956 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
145 BOL 18/6/1956 1956 4/11/1964 1964 2 1 4 3 3 3 1 4 -3 0
145 BOL 5/11/1964 1964 31/12/1965 1965 1 0 0 2 3 2 0 4 -4 0
145 BOL 1/1/1966 1966 31/12/1968 1968 2 0 0 2 3 2 0 4 -4 0
145 BOL 1/1/1969 1969 6/10/1970 1970 1 0 0 2 3 2 0 4 -4 0
145 BOL 7/10/1970 1970 22/8/1971 1971 1 0 0 1 3 2 0 5 -5 0
145 BOL 23/8/1971 1971 24/11/1978 1978 1 0 0 1 4 1 0 7 -7 0
145 BOL 25/11/1978 1978 17/7/1980 1980 2 0 0 2 3 2 0 4 -4 0
145 BOL 18/7/1980 1980 10/10/1982 1982 1 0 0 1 4 1 0 7 -7 0
145 BOL 11/10/1982 1982 6/8/1985 1985 3 3 4 7 2 3 8 0 8 0
145 BOL 7/8/1985 1985 11/2/2003 2003 3 3 4 7 2 4 9 0 9 0
145 BOL 12/2/2003 2003 31/12/2007 2007 3 3 4 7 2 3 8 0 8 0
150 PAR 1/1/1816 1816 1/1/1869 1869 2 1 4 1 4 1 0 9 -9 1
150 PAR 2/1/1869 1869 25/11/1870 1870 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
150 PAR 26/11/1870 1870 12/4/1877 1877 1 1 4 3 3 3 1 4 -3 0
150 PAR 13/4/1877 1877 30/6/1904 1904 1 1 4 2 3 3 1 5 -4 0
150 PAR 1/7/1904 1904 11/3/1936 1936 1 1 4 3 3 3 1 4 -3 0
150 PAR 12/3/1936 1936 15/8/1937 1937 1 0 0 1 4 1 0 7 -7 0
150 PAR 16/8/1937 1937 14/2/1940 1940 3 3 4 3 3 3 4 2 2 0
150 PAR 15/2/1940 1940 28/7/1947 1947 2 1 4 1 4 1 0 9 -9 0
150 PAR 29/7/1947 1947 11/7/1954 1954 2 1 4 1 3 3 1 6 -5 0
150 PAR 12/7/1954 1954 25/8/1967 1967 2 1 4 1 4 1 0 9 -9 0
150 PAR 26/8/1967 1967 1/5/1989 1989 2 1 4 1 4 2 0 8 -8 0
150 PAR 2/5/1989 1989 22/6/1992 1992 2 2 4 3 2 3 3 1 2 0
150 PAR 23/6/1992 1992 14/8/1998 1998 2 2 4 7 2 3 7 0 7 0
150 PAR 15/8/1998 1998 28/3/1999 1999 2 2 4 6 2 3 6 0 6 0
150 PAR 29/3/1999 1999 26/4/2003 2003 2 2 4 7 2 3 7 0 7 0
150 PAR 27/4/2003 2003 31/12/2007 2007 3 3 4 7 2 3 8 0 8 0
155 CHL 1/4/1818 1818 8/12/1851 1851 2 1 4 1 3 3 1 6 -5 1
155 CHL 9/12/1851 1851 30/6/1874 1874 2 2 4 2 3 3 3 3 0 0
155 CHL 1/7/1874 1874 30/6/1888 1888 2 2 4 4 3 3 4 1 3 0
155 CHL 1/7/1888 1888 19/9/1891 1891 3 3 4 5 3 3 6 1 5 0
155 CHL 20/9/1891 1891 9/11/1924 1924 2 1 4 7 2 3 5 2 3 0
155 CHL 10/11/1924 1924 18/9/1925 1925 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
155 CHL 19/9/1925 1925 30/6/1935 1935 2 1 4 3 2 3 1 3 -2 0
155 CHL 1/7/1935 1935 21/5/1955 1955 2 2 4 3 2 3 3 1 2 0
155 CHL 22/5/1955 1955 4/9/1964 1964 3 3 4 4 2 3 5 0 5 0
155 CHL 5/9/1964 1964 11/9/1973 1973 3 3 4 5 2 3 6 0 6 0
155 CHL 12/9/1973 1973 1/3/1981 1981 1 0 0 1 4 1 0 7 -7 0
155 CHL 2/3/1981 1981 6/8/1983 1983 2 0 0 1 4 1 0 7 -7 0
155 CHL 7/8/1983 1983 5/10/1988 1988 2 0 0 1 4 2 0 6 -6 0
155 CHL 6/10/1988 1988 15/12/1989 1989 2 0 0 2 3 4 2 3 -1 0
155 CHL 16/12/1989 1989 10/3/2000 2000 2 2 4 7 2 4 8 0 8 0
155 CHL 11/3/2000 2000 10/3/2006 2006 3 3 4 7 2 4 9 0 9 0
155 CHL 11/3/2006 2006 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
160 ARG 9/7/1816 1816 8/12/1829 1829 2 1 4 1 3 3 1 6 -5 4
160 ARG 9/12/1829 1829 28/3/1835 1835 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
160 ARG 29/3/1835 1835 2/12/1852 1852 2 1 4 1 3 3 1 6 -5 0
160 ARG 3/12/1852 1852 1/5/1853 1853 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
160 ARG 2/5/1853 1853 21/9/1880 1880 2 1 4 3 3 3 1 4 -3 0
160 ARG 22/9/1880 1880 30/6/1912 1912 2 2 4 3 3 3 3 2 1 0
160 ARG 1/7/1912 1912 6/9/1930 1930 3 3 4 3 3 3 4 2 2 0
160 ARG 7/9/1930 1930 28/2/1937 1937 2 1 4 1 4 2 0 8 -8 0
160 ARG 1/3/1937 1937 5/6/1943 1943 3 3 4 3 5 5 6 1 5 0
160 ARG 6/6/1943 1943 24/2/1946 1946 2 1 4 1 4 2 0 8 -8 0
160 ARG 25/2/1946 1946 5/12/1948 1948 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
160 ARG 6/12/1948 1948 16/9/1955 1955 2 1 4 1 4 1 0 9 -9 0
160 ARG 17/9/1955 1955 28/7/1957 1957 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
160 ARG 29/7/1957 1957 28/6/1966 1966 3 3 4 3 4 2 3 4 -1 0
160 ARG 29/6/1966 1966 11/3/1973 1973 2 1 4 1 4 1 0 9 -9 0
160 ARG 12/3/1973 1973 24/3/1976 1976 3 3 4 5 2 3 6 0 6 0
160 ARG 25/3/1976 1976 29/3/1981 1981 2 1 4 1 4 1 0 9 -9 0
160 ARG 30/3/1981 1981 30/10/1983 1983 2 1 4 1 4 2 0 8 -8 0
160 ARG 31/10/1983 1983 14/5/1989 1989 3 3 4 7 2 3 8 0 8 0
160 ARG 15/5/1989 1989 31/12/1989 1989 3 3 4 6 2 3 7 0 7 0
160 ARG 1/1/1990 1990 9/12/1999 1999 3 3 4 5 2 4 7 0 7 0
160 ARG 10/12/1999 1999 31/12/2007 2007 3 3 4 6 2 4 8 0 8 0
165 URU 26/5/1830 1830 15/9/1904 1904 1 0 0 1 3 3 1 4 -3 0
165 URU 16/9/1904 1904 30/6/1910 1910 2 1 4 3 5 5 3 3 0 0
165 URU 1/7/1910 1910 1/3/1919 1919 2 1 4 4 5 5 4 2 2 0
165 URU 2/3/1919 1919 19/4/1934 1934 2 1 4 5 5 5 5 2 3 0
165 URU 20/4/1934 1934 1/3/1952 1952 2 1 4 3 5 5 3 3 0 0
165 URU 2/3/1952 1952 28/11/1971 1971 3 3 4 5 5 5 8 0 8 0
165 URU 29/11/1971 1971 8/2/1973 1973 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
165 URU 9/2/1973 1973 30/6/1978 1978 2 1 4 2 4 1 0 8 -8 0
165 URU 1/7/1978 1978 1/3/1985 1985 2 1 4 3 4 1 0 7 -7 0
165 URU 2/3/1985 1985 26/11/1989 1989 2 2 4 7 5 5 9 0 9 0
165 URU 27/11/1989 1989 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
200 UKG 1/1/1816 1816 20/6/1837 1837 3 1 2 7 4 2 4 6 -2 1
200 UKG 21/6/1837 1837 28/4/1880 1880 3 2 4 7 4 2 6 3 3 0
200 UKG 29/4/1880 1880 15/7/1901 1901 3 2 4 7 2 3 7 0 7 0
200 UKG 16/7/1901 1901 15/11/1922 1922 3 3 4 7 2 3 8 0 8 0
200 UKG 16/11/1922 1922 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
205 IRE 6/12/1921 1921 11/8/1927 1927 3 3 4 7 2 3 8 0 8 0
205 IRE 12/8/1927 1927 2/1/1933 1933 3 3 4 7 5 5 10 0 10 0
205 IRE 3/1/1933 1933 28/11/1952 1952 3 3 4 7 2 3 8 0 8 0
205 IRE 29/11/1952 1952 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
210 NTH 1/1/1816 1816 7/10/1840 1840 3 1 1 1 3 3 1 7 -6 1
210 NTH 8/10/1840 1840 15/10/1848 1848 3 1 1 3 4 2 0 7 -7 0
210 NTH 16/10/1848 1848 30/6/1849 1849 3 1 2 5 4 2 2 6 -4 0
210 NTH 1/7/1849 1849 6/12/1889 1889 3 1 2 6 4 2 3 6 -3 0
210 NTH 7/12/1889 1889 15/11/1917 1917 3 1 2 7 4 2 4 6 -2 0
210 NTH 16/11/1917 1917 10/5/1940 1940 3 3 4 7 5 5 10 0 10 0
210 NTH 11/5/1940 1940 3/5/1945 1945 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
210 NTH 4/5/1945 1945 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
211 BEL 4/10/1830 1830 30/6/1853 1853 3 1 2 5 4 2 2 6 -4 0
211 BEL 1/7/1853 1853 24/4/1913 1913 3 2 3 7 3 3 7 1 6 0
211 BEL 25/4/1913 1913 4/8/1914 1914 3 2 3 7 3 4 8 1 7 0
211 BEL 5/8/1914 1914 30/6/1915 1915 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
211 BEL 1/7/1915 1915 28/6/1919 1919 3 2 3 7 3 4 8 1 7 0
211 BEL 29/6/1919 1919 30/6/1930 1930 3 2 4 7 5 5 9 0 9 0
211 BEL 1/7/1930 1930 3/9/1939 1939 3 3 4 7 5 5 10 0 10 0
211 BEL 4/9/1939 1939 2/9/1944 1944 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
211 BEL 3/9/1944 1944 9/6/2007 2007 3 3 4 7 5 5 10 0 10 0
211 BEL 10/6/2007 2007 31/12/2007 2007 3 3 4 7 2 3 8 0 8 0
212 LUX 11/05/1867 1867 30/06/1879 1879 3 1 3 5 4 2 2 5 -3 -1
212 LUX 01/07/1879 1879 30/06/1890 1890 3 1 3 5 5 4 4 2 2 -1
212 LUX 01/07/1890 1890 15/09/1919 1919 3 2 4 6 5 4 7 0 7 -1
212 LUX 16/09/1919 1919 10/05/1940 1940 3 3 4 7 5 5 10 0 10 -1
212 LUX 11/05/1940 1940 08/05/1945 1945 -66 -66 -66 -66 -66 -66 -66 -66 -66 -1
212 LUX 09/05/1945 1945 31/12/2007 2007 3 3 4 7 5 5 10 0 10 -1
220 FRN 1/1/1816 1816 16/5/1830 1830 3 1 2 3 3 3 1 5 -4 1
220 FRN 17/5/1830 1830 23/2/1848 1848 3 1 2 5 3 3 3 4 -1 0
220 FRN 24/2/1848 1848 2/12/1851 1851 3 3 4 5 2 3 6 0 6 0
220 FRN 3/12/1851 1851 2/11/1852 1852 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
220 FRN 3/11/1852 1852 24/11/1860 1860 2 1 4 1 4 2 0 8 -8 0
220 FRN 25/11/1860 1860 1/6/1863 1863 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
220 FRN 2/6/1863 1863 6/9/1869 1869 2 1 4 3 4 2 0 6 -6 0
220 FRN 7/9/1869 1869 4/9/1870 1870 2 1 4 5 4 2 2 5 -3 0
220 FRN 5/9/1870 1870 13/12/1877 1877 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
220 FRN 14/12/1877 1877 30/6/1898 1898 3 3 4 7 1 0 7 0 7 0
220 FRN 1/7/1898 1898 12/7/1919 1919 3 3 4 7 2 3 8 0 8 0
220 FRN 13/7/1919 1919 30/4/1930 1930 3 3 4 7 5 4 9 0 9 0
220 FRN 1/5/1930 1930 14/6/1940 1940 3 3 4 7 5 5 10 0 10 0
220 FRN 15/6/1940 1940 24/8/1944 1944 2 1 4 1 4 1 0 9 -9 0
220 FRN 25/8/1944 1944 13/10/1946 1946 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
220 FRN 14/10/1946 1946 1/6/1958 1958 3 3 4 7 5 5 10 0 10 0
220 FRN 2/6/1958 1958 27/4/1969 1969 3 3 4 3 5 5 6 1 5 0
220 FRN 28/4/1969 1969 19/3/1986 1986 3 3 4 5 5 5 8 0 8 0
220 FRN 20/3/1986 1986 31/12/2007 2007 3 3 4 6 5 5 9 0 9 0
225 SWZ 1/1/1816 1816 31/12/2007 2007 3 3 4 7 5 5 10 0 10 4
230 SPN 1/1/1816 1816 1/1/1820 1820 3 1 1 1 4 2 0 9 -9 1
230 SPN 2/1/1820 1820 31/8/1823 1823 3 1 2 3 3 3 1 5 -4 0
230 SPN 1/9/1823 1823 10/8/1836 1836 3 1 1 1 3 3 1 7 -6 0
230 SPN 11/8/1836 1836 28/6/1837 1837 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
230 SPN 29/6/1837 1837 24/5/1845 1845 3 1 2 5 3 3 3 4 -1 0
230 SPN 25/5/1845 1845 15/12/1852 1852 3 1 2 4 3 3 2 4 -2 0
230 SPN 16/12/1852 1852 30/6/1859 1859 3 1 2 2 3 3 1 6 -5 0
230 SPN 1/7/1859 1859 18/9/1868 1868 3 1 2 1 3 3 1 7 -6 0
230 SPN 19/9/1868 1868 15/3/1871 1871 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
230 SPN 16/3/1871 1871 12/2/1873 1873 3 1 2 7 3 3 5 4 1 0
230 SPN 13/2/1873 1873 29/12/1874 1874 2 1 4 1 3 3 1 6 -5 0
230 SPN 30/12/1874 1874 30/6/1876 1876 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
230 SPN 1/7/1876 1876 2/5/1879 1879 2 1 4 7 4 2 4 5 -1 0
230 SPN 3/5/1879 1879 30/6/1890 1890 2 1 4 7 5 4 6 2 4 0
230 SPN 1/7/1890 1890 30/6/1895 1895 2 1 4 7 5 5 7 2 5 0
230 SPN 1/7/1895 1895 30/6/1900 1900 2 1 4 7 5 4 6 2 4 0
230 SPN 1/7/1900 1900 17/5/1902 1902 2 2 4 7 1 0 6 0 6 0
230 SPN 18/5/1902 1902 13/9/1923 1923 3 2 3 7 1 0 6 0 6 0
230 SPN 14/9/1923 1923 3/12/1925 1925 1 0 0 1 4 1 0 7 -7 0
230 SPN 4/12/1925 1925 28/1/1930 1930 1 0 0 1 4 2 0 6 -6 0
230 SPN 29/1/1930 1930 9/12/1931 1931 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
230 SPN 10/12/1931 1931 1/4/1939 1939 3 3 4 7 3 3 8 1 7 0
230 SPN 2/4/1939 1939 22/11/1975 1975 1 0 0 1 4 1 0 7 -7 0
230 SPN 23/11/1975 1975 29/12/1978 1978 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
230 SPN 30/12/1978 1978 30/6/1982 1982 3 3 4 7 2 4 9 0 9 0
230 SPN 1/7/1982 1982 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
235 POR 1/1/1816 1816 29/8/1820 1820 -66 -66 -66 -66 -66 -66 -66 -66 -66 1
235 POR 30/8/1820 1820 5/6/1823 1823 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
235 POR 6/6/1823 1823 23/9/1833 1833 1 0 0 1 3 3 1 4 -3 0
235 POR 24/9/1833 1833 15/8/1834 1834 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
235 POR 16/8/1834 1834 15/9/1836 1836 3 1 1 3 3 3 1 5 -4 0
235 POR 16/9/1836 1836 5/2/1842 1842 3 1 2 7 3 3 5 4 1 0
235 POR 6/2/1842 1842 30/6/1855 1855 3 1 2 3 3 3 1 5 -4 0
235 POR 1/7/1855 1855 30/6/1860 1860 3 1 2 3 3 2 0 6 -6 0
235 POR 1/7/1860 1860 30/6/1880 1880 3 1 2 3 4 2 0 7 -7 0
235 POR 1/7/1880 1880 30/6/1890 1890 3 1 2 4 4 2 1 6 -5 0
235 POR 1/7/1890 1890 30/6/1900 1900 3 1 2 5 4 2 2 6 -4 0
235 POR 1/7/1900 1900 19/5/1906 1906 3 1 2 5 3 2 2 5 -3 0
235 POR 20/5/1906 1906 15/5/1907 1907 3 1 2 5 3 3 3 4 -1 0
235 POR 16/5/1907 1907 1/2/1908 1908 3 1 2 1 4 2 0 9 -9 0
235 POR 2/2/1908 1908 5/10/1910 1910 3 1 2 7 2 3 5 3 2 0
235 POR 6/10/1910 1910 20/8/1911 1911 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
235 POR 21/8/1911 1911 28/5/1926 1926 3 3 4 7 3 3 8 1 7 0
235 POR 29/5/1926 1926 30/7/1930 1930 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
235 POR 31/7/1930 1930 24/4/1974 1974 2 1 4 1 4 1 0 9 -9 0
235 POR 25/4/1974 1974 25/4/1976 1976 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
235 POR 26/4/1976 1976 30/10/1982 1982 3 3 4 6 5 5 9 0 9 0
235 POR 31/10/1982 1982 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
240 HAN 01/1/1816 1816 17/1/1871 1871 . . . . . . . . -10 8
245 BAV 1/1/1816 1816 26/5/1818 1818 3 1 1 1 4 1 0 10 -10 1
245 BAV 27/5/1818 1818 30/6/1840 1840 3 1 1 2 4 1 0 9 -9 0
245 BAV 1/7/1840 1840 30/6/1848 1848 3 1 1 3 4 1 0 8 -8 0
245 BAV 1/7/1848 1848 17/1/1871 1871 3 1 1 3 4 2 0 7 -7 2
255 GMY 1/1/1816 1816 7/6/1840 1840 3 1 1 1 4 1 0 10 -10 1
255 GMY 8/6/1840 1840 5/12/1848 1848 3 1 1 2 4 1 0 9 -9 0
255 GMY 6/12/1848 1848 12/10/1854 1854 3 1 1 2 4 2 0 8 -8 0
255 GMY 13/10/1854 1854 30/6/1858 1858 3 1 1 2 4 1 0 9 -9 0
255 GMY 1/7/1858 1858 5/12/1859 1859 3 1 1 2 4 2 0 8 -8 0
255 GMY 6/12/1859 1859 22/9/1862 1862 3 1 1 3 4 2 0 7 -7 0
255 GMY 23/9/1862 1862 8/7/1867 1867 3 1 2 3 4 2 0 7 -7 0
255 GMY 9/7/1867 1867 18/1/1871 1871 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
255 GMY 19/1/1871 1871 30/6/1878 1878 3 1 2 3 1 0 0 4 -4 0
255 GMY 1/7/1878 1878 18/3/1890 1890 3 1 2 3 3 3 1 5 -4 0
255 GMY 19/3/1890 1890 14/7/1909 1909 3 1 2 4 5 5 4 3 1 0
255 GMY 15/7/1909 1909 9/11/1918 1918 3 1 2 5 5 5 5 3 2 0
255 GMY 10/11/1918 1918 31/7/1919 1919 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
255 GMY 1/8/1919 1919 14/7/1933 1933 3 3 4 5 2 3 6 0 6 0
255 GMY 15/7/1933 1933 7/5/1945 1945 2 1 4 1 4 1 0 9 -9 0
260 GFR 21/9/1949 1949 31/12/2007 2007 3 3 4 7 5 5 10 0 10 2
265 GDR 5/10/1949 1949 8/2/1950 1950 2 1 4 3 4 1 0 7 -7 0
265 GDR 9/2/1950 1950 12/9/1960 1960 2 1 4 2 4 1 0 8 -8 0
265 GDR 13/9/1960 1960 24/11/1989 1989 2 1 4 1 4 1 0 9 -9 0
265 GDR 25/11/1989 1989 2/10/1990 1990 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
267 BAD 1/1/1816 1816 30/6/1841 1841 3 1 1 3 4 2 0 7 -7 4
267 BAD 1/7/1841 1841 15/12/1848 1848 3 1 1 3 3 3 1 5 -4 0
267 BAD 16/12/1848 1848 17/1/1871 1871 3 1 1 3 4 2 0 7 -7 2
269 SAX 1/1/1816 1816 15/9/1831 1831 3 1 1 1 4 1 0 10 -10 1
269 SAX 16/9/1831 1831 15/8/1840 1840 3 1 1 3 4 2 0 7 -7 0
269 SAX 16/8/1840 1840 30/6/1845 1845 3 1 1 2 4 2 0 8 -8 0
269 SAX 1/7/1845 1845 15/11/1848 1848 3 1 1 1 4 2 0 9 -9 0
269 SAX 16/11/1848 1848 26/5/1849 1849 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
269 SAX 27/5/1849 1849 17/1/1871 1871 3 1 1 3 4 2 0 7 -7 2
271 WRT 1/1/1816 1816 30/6/1819 1819 3 1 1 3 4 2 0 7 -7 1
271 WRT 1/7/1819 1819 17/1/1871 1871 3 1 1 5 4 2 2 6 -4 2
273 HSE 1/1/1816 1816 17/1/1871 1871 . . . . . . . . -10 8
275 HSD 1/1/1816 1816 17/1/1871 1871 . . . . . . . . -10 8
280 MEC 1/1/1816 1816 17/1/1871 1871 . . . . . . . . -10 8
290 POL 11/11/1918 1918 14/5/1926 1926 3 3 4 7 2 3 8 0 8 0
290 POL 15/5/1926 1926 23/4/1935 1935 2 1 4 5 4 2 2 5 -3 0
290 POL 24/4/1935 1935 2/9/1939 1939 2 1 4 3 4 2 0 6 -6 0
290 POL 3/9/1939 1939 21/4/1945 1945 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
290 POL 22/4/1945 1945 21/12/1947 1947 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
290 POL 22/12/1947 1947 30/8/1980 1980 2 1 4 3 4 1 0 7 -7 0
290 POL 31/8/1980 1980 13/12/1981 1981 2 1 4 3 4 2 0 6 -6 0
290 POL 14/12/1981 1981 21/7/1983 1983 2 1 4 2 4 1 0 8 -8 0
290 POL 22/7/1983 1983 25/11/1987 1987 2 1 4 3 4 1 0 7 -7 0
290 POL 26/11/1987 1987 6/2/1989 1989 2 1 4 3 4 2 0 6 -6 0
290 POL 7/2/1989 1989 1/7/1991 1991 2 2 4 4 2 4 5 0 5 0
290 POL 2/7/1991 1991 23/12/1995 1995 3 3 4 6 2 4 8 0 8 0
290 POL 24/12/1995 1995 26/10/2002 2002 3 3 4 7 2 4 9 0 9 0
290 POL 27/10/2002 2002 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
300 AUH 1/1/1816 1816 3/3/1848 1848 3 1 1 1 4 1 0 10 -10 1
300 AUH 4/3/1848 1848 15/2/1861 1861 3 1 1 1 3 3 1 7 -6 0
300 AUH 16/2/1861 1861 15/10/1867 1867 3 1 1 3 3 3 1 5 -4 0
300 AUH 16/10/1867 1867 13/11/1918 1918 3 1 2 3 3 3 1 5 -4 2
305 AUS 14/11/1918 1918 1/10/1920 1920 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
305 AUS 2/10/1920 1920 4/3/1933 1933 3 3 4 7 2 3 8 0 8 0
305 AUS 5/3/1933 1933 30/7/1934 1934 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
305 AUS 31/7/1934 1934 15/3/1938 1938 2 1 4 1 4 1 0 9 -9 0
305 AUS 16/3/1938 1938 30/4/1945 1945 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
305 AUS 1/5/1945 1945 28/6/1946 1946 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
305 AUS 29/6/1946 1946 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
310 HUN 3/11/1918 1918 21/3/1919 1919 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
310 HUN 22/3/1919 1919 29/2/1920 1920 1 0 0 1 4 1 0 7 -7 0
310 HUN 1/3/1920 1920 15/10/1944 1944 1 0 0 3 3 3 1 2 -1 0
310 HUN 16/10/1944 1944 4/4/1945 1945 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
310 HUN 5/4/1945 1945 15/12/1948 1948 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
310 HUN 16/12/1948 1948 22/10/1956 1956 2 1 4 3 4 1 0 7 -7 0
310 HUN 23/10/1956 1956 3/11/1956 1956 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
310 HUN 4/11/1956 1956 27/5/1957 1957 -66 -66 -66 -66 -66 -66 -66 -66 -66 0
310 HUN 28/5/1957 1957 22/5/1988 1988 2 1 4 3 4 1 0 7 -7 0
310 HUN 23/5/1988 1988 23/10/1989 1989 2 2 4 3 4 2 2 4 -2 0
310 HUN 24/10/1989 1989 2/2/1990 1990 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
310 HUN 3/2/1990 1990 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
315 CZE 1/1/1919 1919 17/3/1939 1939 3 3 4 7 1 0 7 0 7 2
315 CZE 18/3/1939 1939 3/4/1945 1945 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
315 CZE 4/4/1945 1945 15/9/1947 1947 3 3 4 7 5 5 10 0 10 0
315 CZE 16/9/1947 1947 4/5/1948 1948 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
315 CZE 5/5/1948 1948 20/8/1968 1968 2 1 4 3 4 1 0 7 -7 0
315 CZE 21/8/1968 1968 30/6/1969 1969 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
315 CZE 1/7/1969 1969 10/12/1989 1989 2 1 4 3 4 1 0 7 -7 0
315 CZE 11/12/1989 1989 8/6/1990 1990 2 1 4 3 4 2 0 6 -6 0
315 CZE 9/6/1990 1990 31/12/1992 1992 3 3 4 7 2 3 8 0 8 0
316 CZR 1/1/1993 1993 2/6/2006 2006 3 3 4 7 5 5 10 0 10 0
316 CZR 3/6/2006 2006 31/12/2007 2007 3 3 4 7 2 3 8 0 8 0
317 SLO 1/1/1993 1993 30/10/1998 1998 3 3 4 6 2 3 7 0 7 0
317 SLO 31/10/1998 1998 16/6/2006 2006 3 3 4 7 2 4 9 0 9 0
317 SLO 17/6/2006 2006 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
325 ITA 1/1/1816 1816 3/3/1848 1848 3 1 1 1 4 1 0 10 -10 1
325 ITA 4/3/1848 1848 16/3/1861 1861 3 1 2 3 4 2 0 7 -7 0
325 ITA 14/3/1860 1860 29/7/1900 1900 3 1 2 3 3 3 1 5 -4 0
325 ITA 30/7/1900 1900 31/10/1922 1922 3 1 2 5 3 3 3 4 -1 0
325 ITA 1/11/1922 1922 12/5/1928 1928 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
325 ITA 13/5/1928 1928 15/9/1943 1943 2 1 4 1 4 1 0 9 -9 0
325 ITA 16/9/1943 1943 28/4/1945 1945 -77 -77 -77 -77 -77 -77 -77 -77 -77 0
325 ITA 29/4/1945 1945 31/12/1947 1947 -88 -88 -88 -88 -88 -88 -88 -88 -88 0
325 ITA 1/1/1948 1948 31/12/2007 2007 3 3 4 7 5 5 10 0 10 0
